Date,Open,High,Low,Close,Adj Close,Volume
2019-04-01,104.2300033569336,104.2300033569336,103.13999938964844,103.63999938964844,96.20118713378906,6626500
2019-04-02,103.61000061035156,104.0199966430664,103.26000213623047,103.75,96.30331420898438,6088800
2019-04-03,103.58000183105469,103.88999938964844,102.75,103.69000244140625,96.24762725830078,5226500
2019-04-04,103.4800033569336,103.66999816894531,102.79000091552734,103.43000030517578,96.00627899169922,4786100
2019-04-05,103.61000061035156,103.69000244140625,103.16999816894531,103.6500015258789,96.21050262451172,4281800
2019-04-08,103.93000030517578,105.13999938964844,103.5,104.97000122070312,97.43574523925781,8468600
2019-04-09,104.55000305175781,104.76000213623047,104.13999938964844,104.66000366210938,97.14801025390625,5820300
2019-04-10,104.66000366210938,105.0,104.23999786376953,104.6500015258789,97.13872528076172,5394300
2019-04-11,104.58000183105469,105.05000305175781,104.37000274658203,104.75,97.2315444946289,5078400
2019-04-12,104.75,105.05999755859375,104.16999816894531,105.05999755859375,97.51927947998047,6707900
2019-04-15,104.9800033569336,105.77999877929688,104.79000091552734,105.7300033569336,98.1412124633789,5639200
2019-04-16,105.9800033569336,106.5,105.6500015258789,106.41999816894531,98.78167724609375,8136100
2019-04-17,106.2699966430664,106.51000213623047,105.3499984741211,105.8499984741211,98.94619750976562,6778100
2019-04-18,106.0199966430664,106.70999908447266,105.83000183105469,106.05000305175781,99.1331558227539,7248900
2019-04-22,106.12999725341797,107.19999694824219,105.73999786376953,106.01000213623047,99.09576416015625,9057200
2019-04-23,104.01000213623047,104.11000061035156,102.12999725341797,103.16000366210938,96.43164825439453,15979800
2019-04-24,103.31999969482422,104.6500015258789,102.79000091552734,103.69000244140625,96.92708587646484,10094800
2019-04-25,103.0999984741211,103.56999969482422,102.58999633789062,103.27999877929688,96.54381561279297,6085300
2019-04-26,103.94999694824219,105.87999725341797,103.91000366210938,105.86000061035156,98.95552825927734,7747400
2019-04-29,105.56999969482422,105.75,104.72000122070312,104.77999877929688,97.94599151611328,4787600
2019-04-30,104.86000061035156,106.62000274658203,104.66000366210938,106.4800033569336,99.53511047363281,8251300
2019-05-01,106.1500015258789,106.38999938964844,104.80999755859375,104.93000030517578,98.08619689941406,6733800
2019-05-02,105.19999694824219,105.76000213623047,105.05000305175781,105.55999755859375,98.67512512207031,6270300
2019-05-03,105.98999786376953,106.41000366210938,105.58000183105469,106.08000183105469,99.16120147705078,4793400
2019-05-06,105.12000274658203,105.81999969482422,105.04000091552734,105.68000030517578,98.78728485107422,4890400
2019-05-07,105.02999877929688,105.58000183105469,104.0999984741211,104.69999694824219,97.8711929321289,6021700
2019-05-08,104.98999786376953,105.7699966430664,104.16000366210938,105.06999969482422,98.2170639038086,5392600
2019-05-09,104.66999816894531,105.04000091552734,103.77999877929688,104.23999786376953,97.44120788574219,6901700
2019-05-10,103.9800033569336,106.1500015258789,103.91999816894531,106.01000213623047,99.09576416015625,5815800
2019-05-13,105.13999938964844,106.58999633789062,104.8499984741211,106.11000061035156,99.18923950195312,7575500
2019-05-14,105.7699966430664,106.5,105.56999969482422,105.5999984741211,98.71250915527344,7004000
2019-05-15,105.61000061035156,107.0,105.5,106.69999694824219,99.74076080322266,5535600
2019-05-16,106.73999786376953,108.68000030517578,106.58999633789062,108.11000061035156,101.05879974365234,9284200
2019-05-17,107.2699966430664,108.0,107.26000213623047,107.44999694824219,100.44184112548828,6370200
2019-05-20,107.44000244140625,108.12999725341797,107.13999938964844,107.33000183105469,100.32968139648438,6565300
2019-05-21,107.47000122070312,107.54000091552734,106.29000091552734,106.37000274658203,99.4322738647461,5226400
2019-05-22,106.08999633789062,107.05000305175781,105.94000244140625,106.72000122070312,99.75946807861328,4889700
2019-05-23,106.68000030517578,107.02999877929688,105.88999938964844,106.76000213623047,99.79684448242188,6175600
2019-05-24,107.1500015258789,107.44000244140625,106.54000091552734,106.69000244140625,99.73141479492188,4372100
2019-05-28,106.69999694824219,107.25,104.41999816894531,104.45999908447266,97.6468505859375,7615500
2019-05-29,103.95999908447266,104.80999755859375,103.69999694824219,104.19000244140625,97.39446258544922,7137300
2019-05-30,104.37000274658203,105.37000274658203,104.37000274658203,105.33000183105469,98.46011352539062,4729200
2019-05-31,104.88999938964844,104.9000015258789,102.41000366210938,102.91000366210938,96.19794464111328,10282300
2019-06-03,103.1500015258789,103.95999908447266,102.4000015258789,103.80000305175781,97.0299072265625,8532900
2019-06-04,104.01000213623047,105.0999984741211,103.8499984741211,104.68000030517578,97.8525161743164,6906400
2019-06-05,105.23999786376953,106.75,104.88999938964844,106.7300033569336,99.76880645751953,6481700
2019-06-06,106.8499984741211,107.68000030517578,106.33000183105469,107.37999725341797,100.37641143798828,6681600
2019-06-07,107.73999786376953,109.37999725341797,107.73999786376953,108.7699966430664,101.67573547363281,8063400
2019-06-10,108.31999969482422,109.0199966430664,107.45999908447266,108.72000122070312,101.62901306152344,4767000
2019-06-11,108.94000244140625,109.5999984741211,108.87000274658203,109.37999725341797,102.2459716796875,8074400
2019-06-12,109.5999984741211,110.66000366210938,109.58000183105469,109.68000030517578,102.52639770507812,7687800
2019-06-13,109.9800033569336,110.94999694824219,109.86000061035156,110.91000366210938,103.67617797851562,8611400
2019-06-14,110.97000122070312,111.75,110.6500015258789,111.19999694824219,103.94725799560547,6438100
2019-06-17,111.16000366210938,111.20999908447266,110.23999786376953,110.98999786376953,103.75094604492188,6020000
2019-06-18,111.44999694824219,111.55999755859375,109.43000030517578,109.5999984741211,102.45161437988281,7731200
2019-06-19,109.5,110.7300033569336,109.26000213623047,110.41999816894531,103.2181396484375,7028000
2019-06-20,110.77999877929688,112.0199966430664,110.5,111.73999786376953,104.45204162597656,7044200
2019-06-21,111.62000274658203,112.47000122070312,111.0199966430664,111.19999694824219,103.94725799560547,13799400
2019-06-24,111.81999969482422,112.5,111.4000015258789,112.33000183105469,105.00355529785156,5518100
2019-06-25,112.11000061035156,112.62999725341797,111.30999755859375,111.72000122070312,104.43334197998047,6805600
2019-06-26,111.38999938964844,111.44000244140625,109.66000366210938,109.7300033569336,102.57313537597656,7170300
2019-06-27,109.91999816894531,110.2699966430664,109.29000091552734,109.77999877929688,102.619873046875,5613300
2019-06-28,111.86000061035156,111.95999908447266,109.0199966430664,109.6500015258789,102.49835205078125,12152000
2019-07-01,109.91999816894531,110.69999694824219,109.61000061035156,110.48999786376953,103.28355407714844,6775900
2019-07-02,110.61000061035156,111.5,110.29000091552734,111.4800033569336,104.2090072631836,6578200
2019-07-03,111.95999908447266,114.2699966430664,111.83999633789062,114.08000183105469,106.63941192626953,6223300
2019-07-05,112.97000122070312,113.44999694824219,112.2300033569336,113.1500015258789,105.77008056640625,8694800
2019-07-08,113.33999633789062,114.2300033569336,113.30000305175781,114.05000305175781,106.61137390136719,5317800
2019-07-09,113.9000015258789,113.91000366210938,112.31999969482422,112.91000366210938,105.54573059082031,7537700
2019-07-10,113.45999908447266,114.5,113.4000015258789,113.75,106.33094787597656,5600700
2019-07-11,113.66000366210938,114.4000015258789,113.44000244140625,114.37999725341797,106.91983795166016,4625300
2019-07-12,114.06999969482422,115.20999908447266,114.06999969482422,114.98999786376953,107.49005889892578,7058600
2019-07-15,115.06999969482422,115.87999725341797,114.79000091552734,115.4800033569336,107.94811248779297,6240700
2019-07-16,115.72000122070312,116.5199966430664,115.44999694824219,115.88999938964844,108.33136749267578,7644300
2019-07-17,115.7300033569336,116.29000091552734,115.7300033569336,115.94000244140625,108.37811279296875,7861700
2019-07-18,114.93000030517578,115.7699966430664,114.79000091552734,115.44000244140625,108.60955810546875,5828700
2019-07-19,115.5,115.94999694824219,115.01000213623047,115.01000213623047,108.20500183105469,6547000
2019-07-22,115.04000091552734,115.44999694824219,114.58000183105469,115.30000305175781,108.47784423828125,4018800
2019-07-23,115.70999908447266,116.05000305175781,113.83999633789062,113.8499984741211,107.11363220214844,8194600
2019-07-24,113.8499984741211,113.87999725341797,112.27999877929688,112.5999984741211,105.93758392333984,9635900
2019-07-25,111.4800033569336,112.9800033569336,111.37999725341797,112.7699966430664,106.09752655029297,7809400
2019-07-26,113.20999908447266,114.87999725341797,112.87999725341797,114.7300033569336,107.94157409667969,5559600
2019-07-29,114.7300033569336,116.20999908447266,114.62000274658203,116.0,109.13642120361328,7768700
2019-07-30,119.81999969482422,121.76000213623047,118.80000305175781,120.41000366210938,113.28549194335938,18788800
2019-07-31,119.66000366210938,120.68000030517578,117.06999969482422,118.04000091552734,111.05571746826172,12641800
2019-08-01,118.55999755859375,119.16999816894531,116.7300033569336,116.7300033569336,109.8232192993164,11308600
2019-08-02,116.51000213623047,117.08000183105469,115.69000244140625,116.44000244140625,109.5503921508789,12266100
2019-08-05,116.08999633789062,116.30000305175781,112.83000183105469,113.08000183105469,106.38919067382812,12974800
2019-08-06,113.6500015258789,115.0,113.18000030517578,114.27999877929688,107.51819610595703,9490600
2019-08-07,113.75,116.23999786376953,112.68000030517578,115.5199966430664,108.684814453125,9507600
2019-08-08,115.5199966430664,117.48999786376953,115.33999633789062,117.44000244140625,110.4912109375,7416600
2019-08-09,117.62000274658203,118.04000091552734,115.8499984741211,116.77999877929688,109.8702621459961,6939500
2019-08-12,116.77999877929688,117.66999816894531,115.58999633789062,116.02999877929688,109.1646499633789,4996200
2019-08-13,116.51000213623047,118.06999969482422,116.33999633789062,117.25,110.31245422363281,6722000
2019-08-14,116.45999908447266,117.94000244140625,115.66000366210938,115.79000091552734,108.93885040283203,10148300
2019-08-15,116.80000305175781,118.08999633789062,116.44000244140625,117.38999938964844,110.44416809082031,7758000
2019-08-16,118.05999755859375,119.54000091552734,117.5999984741211,119.18000030517578,112.12825012207031,8302400
2019-08-19,119.97000122070312,120.44999694824219,119.11000061035156,120.23999786376953,113.12553405761719,5867100
2019-08-20,120.05000305175781,120.26000213623047,118.79000091552734,118.9000015258789,111.86483001708984,6744300
2019-08-21,119.2699966430664,119.6500015258789,118.68000030517578,119.19999694824219,112.1470718383789,4037400
2019-08-22,119.08000183105469,119.79000091552734,118.69999694824219,119.41999816894531,112.35405731201172,4558400
2019-08-23,119.13999938964844,120.11000061035156,116.43000030517578,117.31999969482422,110.3783187866211,7336800
2019-08-26,117.75,119.5999984741211,117.22000122070312,119.31999969482422,112.25997161865234,5661500
2019-08-27,119.98999786376953,121.05000305175781,119.77999877929688,120.55000305175781,113.41720581054688,6996300
2019-08-28,120.45999908447266,121.43000030517578,119.62999725341797,121.4000015258789,114.21691131591797,4600300
2019-08-29,121.79000091552734,122.0,120.31999969482422,121.18000030517578,114.00991821289062,5011500
2019-08-30,121.95999908447266,122.0,119.51000213623047,120.2300033569336,113.11612701416016,6007100
2019-09-03,119.79000091552734,121.54000091552734,119.62999725341797,121.36000061035156,114.17926788330078,4959300
2019-09-04,121.8499984741211,123.27999877929688,121.45999908447266,123.20999908447266,115.9198226928711,5586900
2019-09-05,123.23999786376953,123.43000030517578,122.18000030517578,122.76000213623047,115.49642944335938,7491900
2019-09-06,123.0,123.37999725341797,122.54000091552734,122.87000274658203,115.59992980957031,5306900
2019-09-09,122.70999908447266,122.77999877929688,121.77999877929688,122.16999816894531,114.94133758544922,7662400
2019-09-10,121.02999877929688,121.18000030517578,119.58000183105469,119.87999725341797,112.78683471679688,9582200
2019-09-11,119.86000061035156,121.33999633789062,119.36000061035156,121.2699966430664,114.09459686279297,7565500
2019-09-12,122.6500015258789,123.20999908447266,121.62000274658203,122.7699966430664,115.50584411621094,6194300
2019-09-13,121.81999969482422,122.58000183105469,121.5,122.12000274658203,114.89430236816406,6777400
2019-09-16,121.80999755859375,121.95999908447266,119.0199966430664,119.75,112.66453552246094,9626700
2019-09-17,119.62999725341797,121.98999786376953,119.44000244140625,121.16000366210938,113.9911117553711,6377100
