Portfolio
"['CSCO', 'DIS']"
"['DOW', 'DIS']"
"['CSCO', 'JPM']"
"['MSFT', 'DOW']"
"['DOW', 'JPM']"
"['DOW', 'CSCO']"
"['MSFT', 'KO']"
"['KO', 'DIS']"
"['KO', 'AAPL']"
"['MSFT', 'DIS']"
"['AXP', 'DOW']"
"['DOW', 'WMT']"
"['JPM', 'KO']"
"['MSFT', 'JPM']"
"['CSCO', 'KO']"
"['MSFT', 'CSCO']"
"['DOW', 'KO']"
"['JPM', 'DIS']"
