Date,Open,High,Low,Close,Adj Close,Volume
2019-04-01,137.69000244140625,140.3699951171875,136.32000732421875,140.25,129.89071655273438,5081500
2019-04-02,140.14999389648438,140.69000244140625,139.22999572753906,140.19000244140625,129.83514404296875,2529000
2019-04-03,139.85000610351562,140.5500030517578,138.41000366210938,139.25999450683594,128.9738006591797,4821800
2019-04-04,139.13999938964844,140.8699951171875,139.0,140.1300048828125,129.7795867919922,2988900
2019-04-05,141.10000610351562,141.14999389648438,139.9199981689453,140.36000061035156,129.99258422851562,2812300
2019-04-08,140.0,140.1199951171875,138.61000061035156,139.82000732421875,129.49249267578125,2497300
2019-04-09,138.64999389648438,138.91000366210938,136.07000732421875,136.35000610351562,126.27877807617188,3316500
2019-04-10,137.16000366210938,138.2100067138672,136.27999877929688,137.52999877929688,127.3716049194336,3310600
2019-04-11,137.58999633789062,139.58999633789062,136.97999572753906,138.8699951171875,128.61265563964844,2762900
2019-04-12,141.0,141.9199981689453,139.80999755859375,141.1999969482422,130.77052307128906,4383000
2019-04-15,141.6699981689453,142.42999267578125,139.6699981689453,140.25,129.89071655273438,3030200
2019-04-16,140.55999755859375,142.2100067138672,139.58999633789062,142.02999877929688,131.53924560546875,2672800
2019-04-17,143.0,144.5,142.4600067138672,142.74000549316406,132.19680786132812,3469400
2019-04-18,142.8000030517578,144.77000427246094,142.4199981689453,143.36000061035156,133.57577514648438,4504500
2019-04-22,142.9499969482422,143.17999267578125,141.42999267578125,142.3800048828125,132.6626739501953,3637500
2019-04-23,142.0,143.1300048828125,141.44000244140625,142.02999877929688,132.3365478515625,5930500
2019-04-24,139.75,140.3000030517578,136.55999755859375,137.72999572753906,128.33001708984375,8694400
2019-04-25,137.0500030517578,137.4600067138672,134.08999633789062,136.1300048828125,126.8392333984375,5094700
2019-04-26,136.55999755859375,139.02999877929688,135.88999938964844,139.02999877929688,129.5413055419922,5119200
2019-04-29,139.5,140.4499969482422,138.82000732421875,139.02000427246094,129.531982421875,3374300
2019-04-30,139.99000549316406,140.0,137.5800018310547,139.4199981689453,129.90469360351562,3862000
