Date,Open,High,Low,Close,Adj Close,Volume
2019-04-01,194.0,198.08999633789062,193.61000061035156,196.74000549316406,184.64370727539062,3562600
2019-04-02,196.24000549316406,197.75999450683594,195.39999389648438,197.5,185.35696411132812,2247000
2019-04-03,199.25,201.08999633789062,198.5399932861328,200.86000061035156,188.5104217529297,3227900
2019-04-04,200.8000030517578,204.2899932861328,200.5,202.22999572753906,189.79615783691406,2582300
2019-04-05,203.3800048828125,205.5,202.05999755859375,202.3800048828125,189.93695068359375,2447100
2019-04-08,202.7899932861328,203.6300048828125,201.17999267578125,202.5399932861328,190.0870819091797,1891500
2019-04-09,201.22999572753906,201.58999633789062,198.86000061035156,200.6199951171875,188.28514099121094,2400900
2019-04-10,201.8000030517578,203.1699981689453,200.27000427246094,202.97999572753906,190.5000762939453,1907100
2019-04-11,204.22999572753906,205.4499969482422,201.57000732421875,202.8300018310547,190.35928344726562,2802100
2019-04-12,207.0,209.97000122070312,206.3699951171875,207.83999633789062,195.06126403808594,5096600
2019-04-15,204.11000061035156,205.74000549316406,199.6999969482422,199.91000366210938,187.6188201904297,6617200
2019-04-16,199.6199951171875,202.94000244140625,199.24000549316406,201.83999633789062,189.4301300048828,4852600
2019-04-17,201.9600067138672,208.5,201.77999877929688,207.89999389648438,195.11753845214844,4195300
2019-04-18,207.08999633789062,207.86000061035156,205.14999389648438,205.91000366210938,193.24993896484375,2874300
2019-04-22,205.1199951171875,205.58999633789062,204.13999938964844,204.60000610351562,192.0204620361328,1591400
2019-04-23,204.25,205.19000244140625,202.74000549316406,204.13999938964844,191.58872985839844,2120900
2019-04-24,203.0,203.52000427246094,199.72999572753906,200.5399932861328,188.21006774902344,4606100
2019-04-25,199.6999969482422,202.55999755859375,199.10000610351562,201.39999389648438,189.0172119140625,2075300
2019-04-26,201.72999572753906,203.1199951171875,200.32000732421875,203.0800018310547,190.59390258789062,1543100
2019-04-29,203.5,208.0,203.27000427246094,206.9199981689453,194.1978302001953,2997000
2019-04-30,206.94000244140625,207.99000549316406,204.14999389648438,205.9199981689453,193.25926208496094,1833000
